file,name,x,y,z,aRadius,bRadius,cRadius,theta_x,theta_y,theta_z,isTrash
t144.tif,t120_cell_001,384.398,112.655,89.9179,18.5455,17.4053,16.2889,-0.408174,1.09139,-1.36368,0
t144.tif,t120_cell_002,322.191,106.692,89.6401,17.6288,16.8474,16.4011,1.39675,-0.185113,0.78257,0
t144.tif,t120_cell_004,422.179,117.248,97.5473,18.9512,18.6403,17.674,2.36472,-0.402358,-1.10688,0
t144.tif,t120_cell_006,358.461,109.026,118.103,18.9811,17.6941,16.8612,1.19197,0.379157,0.229684,0
t144.tif,t120_cell_011,496.753,133.555,74.1544,19.5049,16.9219,15.5511,-1.55386,0.635909,0.595287,0
t144.tif,t120_cell_013,474.058,127.123,159.233,19.9509,18.6464,16.9831,0.372412,0.986861,-0.553685,0
t144.tif,t120_cell_016,312.488,121.597,132.038,18.5535,17.9438,17.3822,0.0261121,0.483644,-0.907383,0
t144.tif,t120_cell_017,382.135,173.952,171.002,22.8268,19.0908,17.8193,1.11106,1.23317,0.361409,0
t144.tif,t120_cell_018,561.282,165.255,102.079,18.2447,16.9037,14.9825,-1.88747,-1.03372,1.66031,0
t144.tif,t120_cell_019,527.593,146.225,163.657,20.8616,18.5054,16.6625,-0.343723,1.11636,-0.715187,0
t144.tif,t120_cell_020,210.382,154.149,166.479,21.6615,18.063,17.7467,-0.825736,1.06421,-1.64703,0
t144.tif,t120_cell_021,270.282,123.601,146.552,19.6111,17.9145,17.5893,0.684488,-0.361194,-0.0700599,0
t144.tif,t120_cell_022,416.461,165.296,181.337,26.1856,20.921,19.1731,-0.788961,1.40291,-0.129917,0
t144.tif,t120_cell_026,261.767,234.551,51.0453,16.5563,15.4816,14.9327,2.22237,1.42284,1.11131,0
t144.tif,t120_cell_027,489.521,216.796,49.7015,18.3855,18.2194,15.2297,0.0308053,-0.259821,0.12536,0
t144.tif,t120_cell_030,215.334,193.466,69.7066,17.1085,16.8632,15.9101,0.743452,0.103647,0.913722,0
t144.tif,t120_cell_031,206.134,263.682,47.4875,16.8219,16.0964,14.5363,-0.106151,-0.0218538,-0.671886,0
t144.tif,t120_cell_033,177.016,197.324,78.2363,18.2425,16.773,15.0165,1.35851,-0.650309,-1.00456,0
t144.tif,t120_cell_034,441.369,196.813,85.5152,21.4652,20.8138,17.816,-0.106934,0.150634,-0.765147,0
t144.tif,t120_cell_036,271.989,178.132,177.052,26.4709,19.681,18.3012,0.552703,-1.4615,-0.647969,0
t144.tif,t120_cell_037,170.943,179.154,157.452,20.5875,19.4914,17.8044,-1.07642,0.852533,-0.850467,0
t144.tif,t120_cell_040,528.877,190.147,68.5617,17.0239,15.4688,14.9072,-1.10624,0.586272,-0.398299,0
t144.tif,t120_cell_041,309.832,193.908,171.118,24.4035,20.263,18.8749,-1.71444,-1.3691,2.09514,0
t144.tif,t120_cell_042,389.117,235.23,84.9795,20.9543,20.3196,18.8502,-0.0690849,-0.238783,-0.341628,0
t144.tif,t120_cell_044,558.365,243.883,65.4812,19.7335,17.5543,15.8774,-0.153818,-0.0426358,0.303309,0
t144.tif,t120_cell_047,139.762,225.759,89.2211,17.5006,16.672,16.1231,-1.33831,1.11968,-1.14368,0
t144.tif,t120_cell_048,399.949,163.835,118.748,20.9201,18.6729,16.496,1.3215,-0.541286,-0.882556,0
t144.tif,t120_cell_049,111.901,276.199,96.2445,18.0341,16.8363,15.7416,-0.844825,0.63452,-0.0659813,0
t144.tif,t120_cell_050,512.308,235.733,90.2274,21.9303,20.6532,19.0509,-0.286217,-0.275736,0.321413,0
t144.tif,t120_cell_051,276.973,205.529,68.4241,17.3125,17.0545,15.3437,-0.110014,0.0491906,0.464046,0
t144.tif,t120_cell_052,215.963,239.454,65.4912,17.8811,16.5355,15.6146,0.375814,-0.148017,0.187141,0
t144.tif,t120_cell_056,463.135,209.87,154.081,27.8862,25.4788,20.4151,1.26325,-1.08903,3.0479,0
t144.tif,t120_cell_057,320.045,235.881,84.542,21.9878,21.1487,18.3137,0.00615046,0.13884,0.509774,0
t144.tif,t120_cell_059,179.542,259.245,78.7402,18.4368,17.1919,16.1936,0.196946,0.924831,-0.796843,0
t144.tif,t120_cell_060,350.911,249.14,51.5269,18.8639,17.026,16.1624,0.161673,-0.00526236,0.241263,0
t144.tif,t120_cell_061,287.021,279.924,53.9419,17.6975,16.5028,15.8105,1.2382,0.146277,-0.510588,0
t144.tif,t120_cell_063,607.297,272.647,105.103,19.1551,17.5126,16.8681,-1.64398,0.498507,-1.61134,0
t144.tif,t120_cell_065,192.892,255.046,158.211,22.1194,18.5128,17.9922,1.82327,-1.3274,-0.193713,0
t144.tif,t120_cell_067,274.99,225.531,149.111,21.4048,19.0359,17.3155,0.717641,1.19918,0.700023,0
t144.tif,t120_cell_068,233.921,223.712,151.556,20.8027,18.6268,17.9966,-0.0432256,1.40443,-2.19901,0
t144.tif,t120_cell_069,237.163,270.23,157.318,22.1069,18.8595,18.3217,0.307686,0.968893,1.1955,0
t144.tif,t120_cell_070,429.451,237.282,129.078,26.6116,25.4438,21.9828,0.34373,-0.933616,-0.442156,0
t144.tif,t120_cell_073,524.962,283.029,52.7477,19.1656,18.7988,16.9124,0.279712,-0.106506,-0.589381,0
t144.tif,t120_cell_074,483.887,216.042,129.541,26.5246,22.5892,20.6572,-0.193646,-0.56872,-0.088743,0
t144.tif,t120_cell_076,141.861,253.76,162.223,21.4612,19.1304,17.9925,1.17438,-1.19144,-1.13149,0
t144.tif,t120_cell_080,436.478,285.901,85.7504,21.9352,21.0754,17.6253,-0.124615,0.0468088,0.340706,0
t144.tif,t120_cell_081,312.712,299.744,90.0225,21.8013,20.9198,18.9489,-0.0280713,-0.169717,1.24263,0
t144.tif,t120_cell_082,385.721,288.536,127.114,23.6294,22.3011,18.151,-0.176656,-0.595207,0.48344,0
t144.tif,t120_cell_084,603.74,301.336,134.842,20.7392,18.1486,16.9035,-1.47686,0.459061,-0.894084,0
t144.tif,t120_cell_085,375.597,299.935,94.5381,21.0086,19.9245,18.6892,0.349935,-0.0896934,1.54942,0
t144.tif,t120_cell_086,570.836,307.937,79.4436,19.0855,17.088,16.2242,-0.0602155,0.219244,-1.31135,0
t144.tif,t120_cell_087,511.179,290.221,100.482,22.1355,21.3031,20.4751,-0.518502,-0.783145,-0.211184,0
t144.tif,t120_cell_088,147.407,309.411,151.887,21.848,19.7588,19.0614,-1.05747,-1.0115,0.835116,0
t144.tif,t120_cell_090,570.416,357.832,91.9455,15.9698,14.6516,12.8661,0.774685,-1.21871,0.22223,0
t144.tif,t120_cell_091,220.56,314.47,169.233,21.2621,19.4686,17.9496,0.190566,1.51257,-1.0432,0
t144.tif,t120_cell_092,464.377,321.917,120.935,23.2123,21.7702,19.1586,-1.05017,-1.00519,0.572226,0
t144.tif,t120_cell_093,290.037,268.331,176.613,26.2028,21.0748,19.7355,-0.82661,-1.2099,0.602702,0
