file,name,x,y,z,aRadius,bRadius,cRadius,theta_x,theta_y,theta_z,isTrash
t147.tif,t120_cell_001,372.072,109.345,83.064,18.6608,16.9365,16.3797,1.21961,-0.319989,-0.117474,0
t147.tif,t120_cell_002,312.896,106.066,91.79,18.0002,16.9029,15.139,0.470847,-0.231123,-0.654769,0
t147.tif,t120_cell_004,412.88,116.357,92.6901,19.1554,18.6403,17.043,0.291695,0.0402563,0.788153,0
t147.tif,t120_cell_006,358.934,105.332,120.237,19.2937,18.3341,16.758,1.44438,0.495046,-0.190097,0
t147.tif,t120_cell_011,496.011,132.55,73.3843,18.2051,16.9672,16.3684,0.923984,-0.452462,0.459633,0
t147.tif,t120_cell_013,481.621,124.376,152.996,21.4071,19.0355,17.7671,0.636702,0.54477,-0.795265,0
t147.tif,t120_cell_016,301.613,118.492,136.454,19.871,18.2628,16.6818,0.51037,0.457158,1.1807,0
t147.tif,t120_cell_017,374.976,172.707,177.545,24.5329,19.2104,18.3158,-0.658146,1.21551,0.819716,0
t147.tif,t120_cell_018,557.014,161.052,101.508,18.774,16.3704,15.3626,-0.480537,1.11881,-0.861306,0
t147.tif,t120_cell_019,526.706,149.418,161.298,19.5654,18.1626,16.4217,-1.72032,-0.758335,1.24777,0
t147.tif,t120_cell_020,209.508,170.967,167.575,21.734,18.6785,16.5022,0.147978,1.34433,-0.865678,0
t147.tif,t120_cell_021,257.578,130.91,148.236,19.3399,18.4593,16.5046,-0.153933,-0.677977,-0.00416575,0
t147.tif,t120_cell_022,419.672,148.76,179.524,24.8863,20.6127,18.4102,-0.676287,-1.272,0.753399,0
t147.tif,t120_cell_026,258.901,226.674,50.2934,18.0339,15.3038,14.8057,-0.624035,-0.776129,-0.926412,0
t147.tif,t120_cell_027,485.163,230.7,51.8912,18.7896,17.2606,15.8621,0.282446,-0.265377,0.0119542,0
t147.tif,t120_cell_030,197.257,188.461,68.5967,17.2761,16.4917,15.2026,0.0297696,0.242946,1.52358,0
t147.tif,t120_cell_031,212.954,256.526,48.8135,16.9627,16.0245,15.299,0.152332,0.395984,-1.80577,0
t147.tif,t120_cell_033,164.136,192.323,82.3187,17.6571,16.3273,16.0141,-1.06286,-0.799042,-0.292112,0
t147.tif,t120_cell_034,436.679,195.121,81.2902,21.8283,20.5199,17.6959,0.165373,-0.185421,0.126159,0
t147.tif,t120_cell_036,272.172,193.943,179.616,26.2151,20.6256,18.064,-0.875532,-1.43205,0.87961,0
t147.tif,t120_cell_037,174.4,197.117,162.853,21.7029,19.559,16.8308,-1.04992,-1.19459,1.83934,0
t147.tif,t120_cell_040,514.128,181.009,64.2903,17.1584,16.0449,14.9551,-0.314805,0.158478,0.537836,0
t147.tif,t120_cell_041,312.007,196.743,166.105,23.6648,19.8153,18.8115,-2.31452,1.29038,-1.56104,0
t147.tif,t120_cell_042,382.175,228.55,91.5279,20.8097,20.2981,20.0254,0.0810607,0.112962,0.0285481,0
t147.tif,t120_cell_044,561.712,236.942,65.5565,19.1265,18.1704,15.8316,-0.542411,-0.0459265,1.1814,0
t147.tif,t120_cell_047,133.434,229.224,92.0293,18.1386,17.0773,16.2949,-1.07122,0.337254,1.48058,0
t147.tif,t120_cell_049,113.012,277.406,102.43,17.232,16.8904,16.2935,-0.709996,0.772596,0.0641792,0
