file,name,x,y,z,aRadius,bRadius,cRadius,theta_x,theta_y,theta_z,isTrash
t153.tif,t120_cell_001,359.623,105.598,88.4176,17.8347,17.4941,17.0752,-0.0499399,0.0430088,0.00879386,0
t153.tif,t120_cell_002,302.925,105.601,106.786,18.7153,17.7276,15.1566,-0.213101,0.318616,-0.624271,0
t153.tif,t120_cell_004,411.061,106.5,95.8483,19.5475,18.6363,17.6267,0.677484,-0.688573,0.519111,0
t153.tif,t120_cell_006,356.037,100.714,119.079,19.1198,17.8832,16.8217,-0.339257,0.332376,0.00334718,0
t153.tif,t120_cell_011,506.493,134.095,73.5291,18.0005,16.7217,15.8228,0.314955,-0.0380481,0.743045,0
t153.tif,t120_cell_013,480.368,125.608,158.944,21.1135,19.0276,16.3618,-1.60445,-0.340902,0.293598,0
t153.tif,t120_cell_016,289.009,131.704,145.776,21.3323,18.6912,17.0822,2.789,-0.669489,-1.80563,0
t153.tif,t120_cell_017,377.02,175.656,176.587,23.1342,20.3101,18.4595,-0.545739,1.36676,0.198334,0
t153.tif,t120_cell_018,553.063,153.137,106.976,18.5103,17.1826,15.3062,0.248709,1.41695,-0.25234,0
t153.tif,t120_cell_019,521.395,156.116,166.777,21.1014,19.5402,17.494,1.20983,-0.971928,0.425997,0
t153.tif,t120_cell_020,211.688,172.079,166.378,20.4446,19.7674,17.5746,1.11961,0.997161,0.356503,0
t153.tif,t120_cell_021,251.821,144.98,155.85,19.8783,18.2267,16.8059,-0.232217,-0.179913,-1.23269,0
t153.tif,t120_cell_022,415.044,158.009,183.968,26.4018,22.5097,19.9427,-1.51065,-1.19314,0.707684,0
t153.tif,t120_cell_026,253.968,223.037,49.7915,17.1839,15.0592,14.7403,0.074573,0.263147,-0.473474,0
t153.tif,t120_cell_027,462.63,225.506,51.3383,20.2227,18.0823,15.418,0.00283781,0.180095,0.330457,0
t153.tif,t120_cell_030,189.595,183.947,68.6027,17.7616,16.387,15.5329,0.664233,-0.46011,-1.29722,0
t153.tif,t120_cell_031,217.623,239.828,49.938,17.7236,16.0165,15.2478,-0.195409,0.187979,0.117202,0
t153.tif,t120_cell_033,160.695,185.93,82.8767,17.8694,16.9088,16.2631,-1.49397,0.148171,-0.285728,0
t153.tif,t120_cell_034,444.06,200.529,78.5772,22.1205,20.0062,16.9426,0.136377,0.163676,1.39839,0
t153.tif,t120_cell_036,268.847,220.404,174.325,25.5792,20.3258,16.8491,-1.6031,-1.14099,1.2523,0
t153.tif,t120_cell_037,170.211,207.928,167.201,21.9392,20.405,18.4651,-0.767199,-1.2116,0.854137,0
t153.tif,t120_cell_040,505.694,183.545,62.8232,17.3015,16.6764,16.0803,-0.913334,0.100978,-1.19754,0
t153.tif,t120_cell_041,311.167,215.056,165.666,22.8095,20.7248,17.5423,-1.14521,-0.89038,0.938769,0
t153.tif,t120_cell_042,383.825,240.525,96.5017,23.3049,20.3947,19.9187,-1.34548,0.382627,-0.764513,0
t153.tif,t120_cell_044,549.668,236.632,64.7027,18.6668,17.6749,15.9748,0.866548,-0.076304,0.28906,0
t153.tif,t120_cell_047,128.941,227.146,86.6622,17.6132,17.1634,16.3126,0.422846,-0.456174,-0.879499,0
t153.tif,t120_cell_049,118.955,283.765,103.214,18.1819,17.4499,16.5957,-0.195104,-0.122143,1.53774,0
t153.tif,t120_cell_050,494.26,225.268,90.3196,22.4737,21.3892,18.2278,-0.06961,-0.335502,-0.0582387,0
t153.tif,t120_cell_051,266.1,203.878,71.25,18.1995,17.0949,16.2441,0.0171571,-0.112868,-1.21154,0
t153.tif,t120_cell_052,188.201,240.022,68.1537,18.1465,16.7974,16.3233,1.39853,0.312168,1.01066,0
t153.tif,t120_cell_056,422.589,195.04,142.01,24.369,21.44,20.1127,-0.0594603,-0.37416,-1.12841,0
t153.tif,t120_cell_057,332.199,242.947,77.7774,21.4897,21.2959,17.6859,-0.0331447,-0.102915,0.177876,0
t153.tif,t120_cell_059,153.608,258.601,69.5052,18.2797,17.5825,15.0635,0.372417,-0.990106,-1.23866,0
t153.tif,t120_cell_060,353.569,242.259,50.0964,19.3945,17.0087,16.2053,-0.574315,0.0922709,-0.0261992,0
t153.tif,t120_cell_061,292.785,266.616,50.1234,18.4081,16.6652,15.5782,-0.322448,-0.0268203,-1.2363,0
t153.tif,t120_cell_063,606.362,246.962,108.937,19.7005,17.8082,16.4426,-0.665657,-1.0957,-0.201631,0
t153.tif,t120_cell_065,200.982,274.154,142.518,20.0926,19.5429,17.4338,-1.36603,-0.0623394,0.236532,0
t153.tif,t120_cell_067,271.398,231.714,135.227,20.3926,18.7277,17.37,0.143802,0.465027,1.21619,0
t153.tif,t120_cell_068,227.297,242.677,139.596,20.843,18.639,18.2424,0.319968,0.854993,0.34865,0
t153.tif,t120_cell_069,248.815,289.197,138.951,21.1798,19.6734,17.6859,-1.57025,1.11334,-1.03432,0
t153.tif,t120_cell_070,421.903,249.224,120.849,24.7816,24.2938,20.7978,1.41388,0.366986,0.443885,0
t153.tif,t120_cell_073,503.648,285,55.1032,19.911,17.1809,16.1981,0.154694,0.331017,-0.630692,0
t153.tif,t120_cell_076,159.02,253.79,175.955,22.5469,20.1821,18.6175,1.41901,-1.12348,-0.626666,0
t153.tif,t120_cell_080,446.339,288.008,79.0722,22.3262,21.1114,16.8774,0.121369,-0.133497,-1.01756,0
t153.tif,t120_cell_081,322.459,298.983,85.3962,22.3723,21.0902,18.5562,-0.140283,0.179601,-1.35021,0
t153.tif,t120_cell_082,383.235,287.029,125.536,23.958,21.0816,18.0043,-0.685086,0.141721,1.53672,0
t153.tif,t120_cell_084,605.046,265.697,150.828,21.863,18.6683,16.7538,-0.629893,0.97292,-0.416322,0
t153.tif,t120_cell_085,372.474,313.222,90.629,21.8003,20.5046,19.715,0.9962,0.0380445,-1.00015,0
t153.tif,t120_cell_087,502.705,272.578,103.139,23.6982,20.4208,20.1096,1.8491,-0.594782,0.973269,0
t153.tif,t120_cell_088,158.961,304.286,154.002,24.0614,21.1485,16.0327,1.80078,-0.710504,-1.43233,0
t153.tif,t120_cell_090,584.854,344.384,109.225,16.6473,14.7939,12.9032,2.94819,1.4903,0.966855,0
t153.tif,t120_cell_091,245.62,335.078,170.543,23.3246,19.7754,17.8705,-1.07993,-1.39778,1.55812,0
t153.tif,t120_cell_093,295.766,286.033,165.841,23.2522,20.1029,19.2274,-1.02036,-0.567732,1.03347,0
t153.tif,t120_cell_097,200.687,348.048,52.8516,17.0707,16.7338,15.5412,0.544296,0.124041,0.429001,0
t153.tif,t120_cell_098,255.293,328.813,51.5858,18.0178,16.3588,15.3996,0.21652,-0.0379096,-0.0457412,0
t153.tif,t120_cell_099,254.439,292.14,181.639,25.1839,20.9474,19.8369,1.22527,-1.26039,0.490966,0
t153.tif,t120_cell_100,589.19,326.069,144.268,21.133,19.3184,17.419,-0.474715,1.04512,0.18323,0
t153.tif,t120_cell_101,206.492,343.02,145.423,21.6173,19.2511,15.5377,0.193336,0.32772,-0.465426,0
t153.tif,t120_cell_103,436.473,340.961,132.664,22.4397,20.7119,18.7178,0.0422087,-0.599098,1.05118,0
t153.tif,t120_cell_112,353.722,415.595,77.8828,19.3481,18.2176,16.2703,1.0513,-0.657754,0.468923,0
t153.tif,t120_cell_116,264.889,398.525,62.8394,17.7929,16.5349,15.6632,0.929928,-0.48007,0.649584,0
t153.tif,t120_cell_117,410.709,408.798,96.3375,21.8501,18.4083,17.4673,-0.00427823,0.154474,-0.270324,0
t153.tif,t120_cell_118,428.095,329.769,181.409,23.6831,21.1339,19.1777,-1.09909,-1.36313,1.89411,0
t153.tif,t120_cell_119,316.368,395.05,61.1353,19.7005,17.7768,16.1581,-1.62296,0.827192,0.000460623,0
t153.tif,t120_cell_120,379.286,342.338,177.364,23.0884,20.0943,19.455,-1.95563,-1.13791,0.95454,0
t153.tif,t120_cell_122,311.932,369.543,179.01,23.2013,21.4765,17.7695,0.871161,0.666557,1.15148,0
t153.tif,t120_cell_123,351.348,382.279,170.641,21.7106,18.7964,17.8841,-0.762746,-1.32687,1.04721,0
t153.tif,t120_cell_126,422.095,412.82,133.148,20.6318,17.996,16.2762,-1.49568,-1.12529,1.44216,0
t153.tif,t120_cell_0050,247.604,125.009,132.571,20.1878,18.488,16.1182,-1.06859,0.477864,-0.257126,0
t153.tif,t120_cell_0051,309.307,98.0957,131.413,19.2457,18.0904,15.9795,1.25927,-0.322046,-0.151613,0
t153.tif,t120_cell_0140,329.03,149.502,154.282,20.1714,17.146,16.5547,-1.19097,0.987386,-0.164982,0
t153.tif,t120_cell_0141,349.79,144.523,175.433,23.1964,18.5938,17.3051,-0.587682,0.828892,-0.690536,0
t153.tif,t120_cell_1060,490.274,378.928,68.4647,18.8097,17.2403,16.3066,0.254215,-0.698282,0.616976,0
t153.tif,t120_cell_1061,539.157,368.73,98.3175,19.0027,17.4924,15.5812,0.432916,1.03794,0.631377,0
t153.tif,t120_cell_0770,239.516,356.251,70.1325,18.5174,16.725,15.2436,-0.31234,-0.0812754,-0.22462,0
t153.tif,t120_cell_0771,193.784,316.305,71.1784,17.5544,16.4599,15.7773,-0.210503,0.0192642,0.266752,0
t153.tif,t120_cell_0390,461.906,151.61,167.702,23.2124,20.0629,17.8917,1.46746,-0.7807,-1.16245,0
t153.tif,t120_cell_0391,480.127,180.767,190.081,25.6006,23.1231,21.2804,1.42823,0.229992,-0.232548,0
t153.tif,t120_cell_1080,304.685,406.369,86.4053,19.7305,17.8264,16.3966,-0.252325,-0.0922996,0.261522,0
t153.tif,t120_cell_1081,242.026,396.803,87.1874,19.1991,18.2412,15.179,0.00435078,-0.0180443,-0.531431,0
t153.tif,t120_cell_0100,264.707,124.002,82.3401,19.4562,16.9756,16.2611,0.268915,-0.37601,-0.412265,0
t153.tif,t120_cell_0101,219.709,157.984,88.3171,17.71,17.0882,15.8801,0.137577,0.478431,-0.799121,0
t153.tif,t120_cell_0080,253.731,155.28,60.009,17.5523,17.0215,15.3037,-0.0719267,-0.682957,-0.374171,0
t153.tif,t120_cell_0081,304.318,134.357,64.8425,17.5434,16.2984,15.6316,2.066,-0.0483623,-0.846694,0
t153.tif,t120_cell_1240,295.671,420.368,143.307,20.3043,18.9648,17.2398,0.782122,-0.576499,-1.14619,0
t153.tif,t120_cell_1241,253.614,407.898,143.715,19.9486,19.0975,17.9558,1.78476,-1.40019,-1.35897,0
t153.tif,t120_cell_0120,369.331,130.857,70.6789,17.075,16.678,15.8029,-0.301739,-0.397589,-0.272469,0
t153.tif,t120_cell_0121,425.183,126.022,72.7776,16.8392,16.0413,15.4977,2.13792,1.01492,1.42636,0
t153.tif,t120_cell_0640,557.905,195.711,129.08,19.7963,18.8315,16.8077,-0.679947,1.07741,-0.823695,0
t153.tif,t120_cell_0641,566.062,230.904,154.878,22.1677,20.4646,16.6733,2.70067,-1.29418,-3.13623,0
t153.tif,t120_cell_1110,252.928,375.694,166.924,22.0824,19.4009,18.0478,0.305597,-1.52688,0.429912,0
t153.tif,t120_cell_1111,291.93,356.139,159.306,23.5779,18.5688,17.678,1.60771,-0.839679,-0.0642485,0
t153.tif,t120_cell_0890,198.42,277.282,173.738,21.0859,20.2975,19.1353,0.37606,1.01668,-0.213237,0
t153.tif,t120_cell_0891,199.904,343.532,172.62,22.862,19.1838,17.8233,-0.428263,-0.723345,-0.492703,0
t153.tif,t120_cell_0830,302.35,338.705,51.395,16.9201,15.8532,14.6478,-0.456516,-0.0987108,0.936312,0
t153.tif,t120_cell_0831,354.416,345.589,53.7773,18.0761,17.6426,16.3991,-0.225594,-0.0478367,-0.67704,0
t153.tif,t120_cell_0250,339.978,167.751,60.5575,17.7006,16.8838,15.9149,1.26734,0.938905,1.30003,0
