file,name,x,y,z,aRadius,bRadius,cRadius,theta_x,theta_y,theta_z,isTrash
t149.tif,t120_cell_001,365.628,112.358,83.145,18.0928,17.337,16.6118,0.362887,-0.243221,1.11807,0
t149.tif,t120_cell_002,308.327,105.782,96.2,18.1598,16.4343,15.5135,0.099291,-0.0403128,-1.37084,0
t149.tif,t120_cell_004,412.123,115.077,92.5758,20.061,17.7563,17.1965,0.438383,-0.106408,0.52591,0
t149.tif,t120_cell_006,362.319,102.72,115.753,19.3919,17.5939,17.2931,-0.490374,0.299191,0.458391,0
t149.tif,t120_cell_011,490.607,131.634,74.9993,18.8007,16.6706,16.1636,-0.836277,-0.496366,0.925001,0
t149.tif,t120_cell_013,481.163,122.737,151.355,20.0859,19.6644,17.3527,1.31456,-0.841932,0.289422,0
t149.tif,t120_cell_016,298.107,123.459,138.676,19.1691,18.4185,16.5124,-1.00359,-0.424246,-1.51613,0
t149.tif,t120_cell_017,376.828,174.4,176.554,23.447,20.0486,17.4383,1.07038,1.40657,0.886799,0
t149.tif,t120_cell_018,553.508,161.175,93.6042,18.0156,16.6206,15.9862,1.46646,-0.93181,0.862227,0
t149.tif,t120_cell_019,522.623,152.662,163.355,20.712,18.7447,16.9902,0.726366,-1.17999,1.23353,0
t149.tif,t120_cell_020,211.96,169.044,167.727,21.6837,18.7351,17.1566,-3.0832,1.5425,1.78863,0
t149.tif,t120_cell_021,259.916,139.333,152.493,20.7119,18.7576,14.635,-0.270572,-0.0107602,1.24829,0
t149.tif,t120_cell_022,422.706,147.874,179.196,25.3204,20.3071,18.7607,-1.12864,-0.960176,0.71747,0
t149.tif,t120_cell_026,257.212,219.213,50.0526,16.3143,15.3958,15.1788,-1.26382,-0.722462,-1.03447,0
t149.tif,t120_cell_027,470.838,230.384,50.9001,18.674,17.2175,14.6808,0.161925,0.00441556,0.368988,0
t149.tif,t120_cell_030,194.892,181.339,68.8412,17.6605,16.6936,15.0753,-0.459223,0.285774,-0.131556,0
t149.tif,t120_cell_031,215.916,251.46,49.2887,16.55,16.3162,14.8046,0.285613,0.11043,-0.0767706,0
t149.tif,t120_cell_033,161.896,193.152,85.8963,18.0705,17.3153,16.3179,0.313814,-0.892966,-1.54286,0
t149.tif,t120_cell_034,443.046,198.098,83.3848,22.2618,21.038,17.2942,-0.143711,-0.0410511,-0.234048,0
t149.tif,t120_cell_036,279.718,202.338,176.357,26.0229,21.2189,18.2683,0.890581,1.51356,0.835302,0
t149.tif,t120_cell_037,176.218,200.989,166.703,21.618,20.6948,17.896,0.800609,-0.990233,-0.4546,0
t149.tif,t120_cell_040,514.108,180.324,62.4064,17.1399,16.4393,15.1527,-0.269871,0.408664,0.359985,0
t149.tif,t120_cell_041,321.326,208.281,170.574,23.7067,20.9064,19.7949,-0.943137,-1.24375,1.60457,0
t149.tif,t120_cell_042,387.532,235.052,95.9059,20.9067,20.6444,20.2054,0,0,0,0
t149.tif,t120_cell_044,562.273,240.577,64.0271,19.8724,17.4724,16.5084,-0.062115,-0.176841,0.672788,0
t149.tif,t120_cell_047,129.758,226.989,89.0561,18.0234,17.5319,15.5868,1.5776,-0.148314,-1.54527,0
t149.tif,t120_cell_049,113.545,279.636,103.011,18.208,17.042,16.5744,1.33785,-0.943999,-1.1645,0
t149.tif,t120_cell_050,513.839,228.891,85.4994,23.6817,21.0741,18.3742,-0.0669793,-0.254087,0.154075,0
t149.tif,t120_cell_051,268.259,206.378,71.5857,18.1374,16.9865,15.2578,-0.0218974,0.48894,-0.5663,0
t149.tif,t120_cell_052,197.434,234.69,66.9576,18.1135,17.4056,15.5141,0.456668,-0.480152,0.50889,0
t149.tif,t120_cell_056,431.422,212.885,153.804,25.903,22.3793,19.5658,-0.0702629,-0.42146,-0.00519489,0
t149.tif,t120_cell_057,321.661,234.667,83.7252,22.4129,20.6246,17.71,0.0084235,0.0468209,0.633061,0
t149.tif,t120_cell_059,159.566,247.517,69.3418,17.27,16.4951,15.3225,-0.74319,-0.903583,0.489596,0
t149.tif,t120_cell_060,356.733,248.569,51.0033,18.8898,17.1917,15.2362,-0.175224,-0.0114397,0.00742873,0
t149.tif,t120_cell_061,292.467,271.644,50.5617,18.164,17.1799,15.8205,-0.287001,-0.0736661,-1.50738,0
t149.tif,t120_cell_063,608.701,258.638,110.585,18.7163,18.1902,17.1011,-0.870284,0.869497,-1.14816,0
t149.tif,t120_cell_065,191.857,273.33,149.431,21.7695,18.8638,17.2976,-0.0411036,-1.28892,-1.38431,0
t149.tif,t120_cell_067,273.989,228.679,143.512,20.125,19.1324,18.8179,1.97786,0.75396,1.50066,0
t149.tif,t120_cell_068,226.913,237.162,143.357,21.0331,19.5767,18.1233,-1.38719,-1.0573,1.55136,0
t149.tif,t120_cell_069,244.356,277.787,143.586,21.2015,19.819,18.5728,-1.5873,0.864941,-0.323204,0
t149.tif,t120_cell_070,423.02,244.843,121.149,25.8572,23.4337,21.4889,-1.48809,0.199091,0.414284,0
t149.tif,t120_cell_073,526.889,284.024,54.7696,19.0677,18.17,16.8016,0.455987,-0.11131,0.238221,0
t149.tif,t120_cell_076,154.088,248.907,174.776,21.5326,20.6364,19.2199,0.568043,-0.820171,-0.0438112,0
t149.tif,t120_cell_080,445.599,287.827,82.5726,21.9222,20.814,17.5761,0.0879282,-0.0201417,-0.938538,0
