file,name,x,y,z,aRadius,bRadius,cRadius,theta_x,theta_y,theta_z,isTrash
t025.tif,Cell type 1_30,485.783,206.089,77.5496,29.7697,32.7224,28.6502,2.95906,3.57385,4.98498,0
t025.tif,Cell type 1_31,576.2,266.293,111.302,29.3149,30.1139,28.4529,3.4248,3.88365,6.34075,0
t025.tif,Cell type 1_41,481.726,353.543,123.671,36.236,26.8648,35.5465,8.91994,5.03122,4.88918,0
t025.tif,Cell type 1_110,239.557,192.009,159.635,29.2077,31.3521,28.2651,4.765,4.55933,5.8075,0
t025.tif,Cell type 1_111,331.041,154.285,77.2235,26.8688,31.3967,26.8688,4.81164,4.76828,6.72213,0
t025.tif,Cell type 1_100,129.221,236.579,110.264,27.7803,31.894,26.9299,5.39584,4.61853,5.64095,0
t025.tif,Cell type 1_101,192.389,358.325,119.197,27.5116,30.5535,27.1673,5.47443,4.88253,5.1014,0
t025.tif,Cell type 1_200,244.963,256.977,61.2806,31.3823,25.6239,27.8228,6.29762,3.30707,6.61878,0
t025.tif,Cell type 1_201,374.44,354.688,65.8859,31.0425,26.2417,27.4156,7.44848,3.45369,6.56591,0
t025.tif,Cell type 1_210,384.384,131.308,159.732,30.1854,24.253,27.0492,7.3883,3.48466,5.73869,0
t025.tif,Cell type 1_211,502.072,241.383,160.075,31.2176,25.7494,28.41,7.72137,5.26767,6.71663,0
t025.tif,Cell type 1_400,307.4,334.627,144.758,26.833,20.4508,26.7325,6.59146,4.03514,8.04375,0
t025.tif,Cell type 1_401,358.764,302.877,142.534,27.5711,21.1062,25.2643,6.54406,4.64762,8.13477,0
