file,name,x,y,z,aRadius,bRadius,cRadius,theta_x,theta_y,theta_z,isTrash
t136.tif,t120_cell_001,377.881,123.107,87.2559,17.7784,16.934,16.5239,-0.276821,-0.0180856,0.0812351,0
t136.tif,t120_cell_002,309.331,105.55,88.9156,17.1866,16.1707,15.6255,-0.802502,-0.649102,1.0008,0
t136.tif,t120_cell_004,417.335,125.164,100.618,18.9547,18.1499,17.4876,0.242049,0.545632,0.701622,0
t136.tif,t120_cell_006,355.546,107.723,113.853,18.9297,16.8761,16.3884,-0.309981,1.15604,1.00585,0
t136.tif,t120_cell_011,475.154,116.556,79.2623,17.9314,17.0817,14.9717,0.728509,0.596485,0.385149,0
t136.tif,t120_cell_013,472.428,131.332,163.145,20.4873,17.9757,17.6712,-0.568513,1.02175,-1.11746,0
t136.tif,t120_cell_016,311.749,118.361,135.072,18.5599,17.4204,16.5289,0.699392,-0.241323,-1.56638,0
t136.tif,t120_cell_017,383.07,177.2,176.305,26.3073,19.0306,17.9496,1.85367,1.38465,1.5975,0
t136.tif,t120_cell_018,548.954,158.081,89.8797,17.8937,16.4746,15.2081,0.92774,1.25344,0.627882,0
t136.tif,t120_cell_019,526.825,148.468,162.739,21.0914,17.4966,16.1306,-0.383005,0.821745,-1.18251,0
t136.tif,t120_cell_020,207.431,151.402,159.195,20.7166,19.1407,17.4624,-0.13361,1.44425,-1.54887,0
t136.tif,t120_cell_021,264.558,125.205,139.468,18.5956,17.3797,16.8372,-0.845089,0.0908855,-1.35753,0
t136.tif,t120_cell_022,428.543,160.042,180.45,24.7815,20.9117,18.7119,1.30515,1.4123,1.32792,0
t136.tif,t120_cell_026,252.683,230.835,48.5736,15.8815,15.0488,14.6074,0.839033,0.0135782,-0.811852,0
t136.tif,t120_cell_027,475.939,175.925,50.3416,18.9829,17.1158,15.0151,-0.168535,-0.137729,-1.32214,0
t136.tif,t120_cell_028,319.14,160.641,106.412,22.2618,19.8859,16.6363,-1.45025,0.269771,-1.25632,0
t136.tif,t120_cell_030,219.914,193.957,71.5107,17.0664,16.298,15.6891,-1.02053,-0.184708,0.548791,0
t136.tif,t120_cell_031,186.64,254.863,51.1641,16.8221,16.3206,15.0809,0.304254,-0.323377,0.54276,0
t136.tif,t120_cell_032,344.98,189.057,138.265,21.9048,19.5284,18.645,0.441631,-0.394298,-0.152239,0
t136.tif,t120_cell_033,183.041,220.32,80.0047,16.9025,15.7718,15.4007,0.459664,-0.599127,-1.19811,0
t136.tif,t120_cell_034,430.765,184.001,95.9835,21.831,20.7843,18.4554,-0.0506862,-0.176597,-0.669687,0
t136.tif,t120_cell_036,267.659,172.307,181.523,25.147,21.0513,17.662,-1.34765,-1.43943,1.36345,0
t136.tif,t120_cell_037,172.585,177.118,147.105,19.995,18.3167,17.888,2.2965,-1.19864,-0.97301,0
t136.tif,t120_cell_038,240.071,168.661,120.263,20.8092,20.4282,16.434,1.46605,0.0724768,-1.02009,0
t136.tif,t120_cell_040,500.26,209.704,71.9068,17.3099,16.0321,15.1463,1.40195,-0.777582,0.584687,0
t136.tif,t120_cell_041,319.025,189.019,172.035,25.0489,20.7587,19.6176,-1.1444,1.22644,-1.22385,0
t136.tif,t120_cell_042,384.782,218.785,94.1496,21.6114,20.5215,19.2894,-0.828831,0.60196,1.12387,0
