file,name,x,y,z,aRadius,bRadius,cRadius,theta_x,theta_y,theta_z,isTrash
t129.tif,t120_cell_001,383.602,102.058,94.6087,17.747,16.9844,16.1383,-1.46414,0.761228,0.741971,0
t129.tif,t120_cell_002,315.319,95.7162,103.605,17.9606,16.1787,15.6352,-2.60033,-1.21308,1.60597,0
t129.tif,t120_cell_004,425.016,112.247,99.4584,18.6425,17.8483,17.2279,-1.40133,1.1425,-0.0393116,0
t129.tif,t120_cell_006,363.7,96.127,121.265,18.3243,17.2922,16.5818,0.853822,-0.674751,1.15715,0
t129.tif,t120_cell_011,468.38,111.418,74.542,17.2744,16.1539,15.6349,1.51698,0.403467,0.340917,0
t129.tif,t120_cell_013,484.483,126.299,161.942,20.7685,18.4214,16.7363,-0.90962,1.14641,-1.06787,0
t129.tif,t120_cell_016,316.383,121.903,135.749,19.3717,18.1604,17.4975,0.997965,-0.939102,1.41083,0
t129.tif,t120_cell_017,394.765,171.549,177.13,28.3587,20.7524,17.7277,0.658925,-1.47853,0.0752001,0
t129.tif,t120_cell_018,549.252,159.403,85.328,16.9073,15.956,15.129,1.20506,1.27943,0.281864,0
t129.tif,t120_cell_019,549.555,160.519,157.188,20.2072,17.3779,15.8164,-0.699606,1.04731,-1.02933,0
t129.tif,t120_cell_020,213.442,167.659,159.173,19.9914,18.0874,16.7558,-1.02477,-1.4668,-0.259538,0
t129.tif,t120_cell_021,258.199,141.918,135.521,19.647,17.3091,16.0299,-0.876123,1.009,-1.25683,0
t129.tif,t120_cell_022,441.802,168.96,171.868,24.3894,19.7842,18.2624,2.44276,-1.36038,0.394597,0
t129.tif,t120_cell_026,245.237,200.26,48.583,16.1764,15.0116,14.6363,-0.562186,0.607845,0.39182,0
t129.tif,t120_cell_027,476.626,166.788,54.8113,18.257,16.403,15.5646,0.217649,0.0188411,0.987238,0
t129.tif,t120_cell_028,330.306,154.62,105.113,21.2714,19.2893,17.6502,0.865192,0.0792557,-0.0672409,0
t129.tif,t120_cell_030,240.639,189.645,82.9826,18.5721,16.1717,15.93,-1.35115,0.650583,-0.811078,0
t129.tif,t120_cell_031,173.35,221.958,56.4452,16.9372,16.2516,15.4164,-1.41152,-1.28597,-1.68325,0
t129.tif,t120_cell_032,355.064,176.501,138.239,21.3257,19.1519,18.4743,-0.726407,-0.413381,-0.0398117,0
t129.tif,t120_cell_033,178.938,203.496,83.3228,16.8225,15.9574,15.4481,0.274857,-0.745742,0.95534,0
t129.tif,t120_cell_034,434.025,175.837,105.078,21.8022,20.8865,19.4218,-0.591649,-0.383664,-0.44513,0
t129.tif,t120_cell_036,244.892,164.801,181.288,21.3742,19.8053,18.6378,0.0672722,1.04322,-0.770697,0
t129.tif,t120_cell_037,170.09,182.728,143.036,19.5117,18.7713,16.8209,1.23424,-1.06124,-0.52978,0
t129.tif,t120_cell_038,276.816,176.404,123.724,20.5799,18.624,17.1121,-1.47349,-1.19967,0.426098,0
t129.tif,t120_cell_040,493.765,210.91,75.2771,17.2962,15.7206,10.1723,-1.57147,0.134196,-1.4942,0
t129.tif,t120_cell_041,318.247,179.919,169.232,24.6221,21.3884,19.7693,-0.98891,-1.41426,1.50682,0
t129.tif,t120_cell_042,387.393,202.702,95.6789,22.6567,20.8512,19.5427,-0.478853,0.10706,-0.293576,0
t129.tif,t120_cell_043,571.817,220.986,151.989,24.1765,22.6725,14.313,0.863554,-1.26075,-0.154666,0
t129.tif,t120_cell_044,538.95,231.437,57.1543,18.3165,17.334,15.1001,0.0249365,-0.0764609,-0.764705,0
t129.tif,t120_cell_046,227.89,220.663,120.258,23.7118,20.0354,15.287,-1.1123,-0.285811,1.02504,0
t129.tif,t120_cell_047,148.717,225.422,88.5423,17.5152,17.141,15.9,-0.751975,-0.795348,-0.406347,0
t129.tif,t120_cell_048,406.892,182.079,135.635,20.7464,19.9993,19.1997,2.36389,1.04831,1.05786,0
t129.tif,t120_cell_049,119.418,264.419,74.7769,16.9491,16.1161,15.5785,1.01683,0.561264,1.39154,0
t129.tif,t120_cell_050,512.561,212.435,108.037,23.2888,22.2931,19.9309,-0.416928,0.434565,0.356623,0
t129.tif,t120_cell_051,283.831,225.859,75.1212,17.6458,16.3539,14.9431,0.224767,-0.579025,0.316088,0
t129.tif,t120_cell_052,228.297,234.412,75.2858,18.1484,16.8989,14.8937,-0.676442,1.33284,-1.07325,0
t129.tif,t120_cell_053,197.828,288.165,52.2527,20.0994,17.6134,17.2244,0.496977,-0.0808742,0.91984,0
t129.tif,t120_cell_054,362.138,231.924,154.837,26.1545,19.675,11.745,0.621863,-1.2881,-0.549946,0
t129.tif,t120_cell_056,477.834,216.093,166.205,33.8779,25.7186,25.2405,0.386941,1.33084,-0.220892,0
t129.tif,t120_cell_057,318.511,226.248,97.3007,21.7785,20.818,19.2847,0.0733505,0.529859,0.472376,0
t129.tif,t120_cell_058,425.289,232.42,173.311,23.045,21.2343,18.4448,1.93018,0.682386,1.36247,0
t129.tif,t120_cell_059,198.849,261.095,81.6577,18.2589,15.9996,11.2531,1.71456,0.345805,1.21113,0
t129.tif,t120_cell_060,334.727,228.12,54.9083,17.0674,16.5807,16.06,-2.85041,0.599716,-1.01597,0
t129.tif,t120_cell_061,261.249,265.285,51.1669,17.3425,16.1123,14.8957,-0.102282,-0.228297,-0.683011,0
t129.tif,t120_cell_062,301.58,228.062,129.268,20.4942,18.4896,17.1398,0.223347,1.03426,0.154696,0
t129.tif,t120_cell_063,574.079,257.888,75.0767,17.7793,16.6023,15.5607,-0.400277,-0.183006,0.367805,0
t129.tif,t120_cell_065,153.881,252.104,165.415,21.328,18.958,17.5277,1.3393,-1.38101,-0.144165,0
t129.tif,t120_cell_067,292.607,220.002,163.893,23.4254,18.8041,17.6866,-2.35123,-1.47803,-0.565974,0
t129.tif,t120_cell_068,250.794,252.431,171.192,24.2385,18.7224,18.1023,0.0402835,1.35387,-0.201633,0
t129.tif,t120_cell_069,211.228,263.345,171.734,25.7051,19.5271,18.489,-1.45714,-1.43167,1.1409,0
t129.tif,t120_cell_070,442.97,247.372,137.676,25.7734,24.6026,21.9038,-0.635601,0.833771,-0.418953,0
t129.tif,t120_cell_072,427.749,280.135,67.9193,21.3207,19.2501,12.4206,-1.07193,0.493828,-1.05172,0
t129.tif,t120_cell_073,488.401,279.6,52.4254,19.0381,17.4932,15.3321,0.252928,-0.0947392,0.999397,0
t129.tif,t120_cell_074,528.522,259.035,134.721,28.724,26.3646,24.1264,0.611346,-0.440923,-1.69309,0
t129.tif,t120_cell_075,277.324,279.14,127.964,20.9258,19.8598,17.3378,0.171318,0.963287,-0.117954,0
t129.tif,t120_cell_076,115.588,273.238,135.352,20.1812,17.8275,15.7374,0.467157,-1.19734,-0.963632,0
t129.tif,t120_cell_078,364.159,284.223,59.2602,19.8483,18.3778,11.0528,1.52365,-0.69431,-1.49847,0
t129.tif,t120_cell_080,435.144,298.117,109.005,21.9082,21.5979,19.623,-0.262075,-1.30966,0.393954,0
t129.tif,t120_cell_081,323.31,287.646,92.4629,21.8675,20.7128,19.0169,-0.15688,0.282428,-0.628399,0
t129.tif,t120_cell_082,394.803,287.181,142.359,27.6356,24.1518,22.7957,0.184531,-0.743897,0.785234,0
t129.tif,t120_cell_084,602.068,297.947,104.154,18.5753,17.0478,15.5221,-0.654721,1.39355,0.892459,0
t129.tif,t120_cell_085,383.76,292.289,104.767,21.6392,20.8017,19.1529,-0.716803,0.241835,-1.35599,0
t129.tif,t120_cell_086,532.708,312.769,70.1317,18.6874,17.4363,16.0772,-0.81779,-0.0743364,1.42802,0
t129.tif,t120_cell_087,492.316,307.867,97.3932,21.7161,21.1453,20.119,0.0485715,0.236196,-1.51618,0
t129.tif,t120_cell_088,138.04,324.609,122.675,20.3006,18.9815,17.7058,2.08009,0.644502,1.54887,0
t129.tif,t120_cell_090,569.543,321.854,65.9969,15.0798,14.7998,12.2259,0.80932,1.04431,-1.5463,0
t129.tif,t120_cell_091,205.485,315.488,177.859,22.9919,19.5613,17.0923,0.180833,-1.25552,-0.0451218,0
t129.tif,t120_cell_092,518.637,317.065,150.764,35.433,22.8747,20.2451,-1.21538,-0.615484,-0.209795,0
t129.tif,t120_cell_093,285.559,283.795,171.756,26.5569,20.2759,17.5423,-0.545402,-1.45582,0.881969,0
t129.tif,t120_cell_095,397.427,316.323,175.813,22.3868,22.1415,21.5493,0,0,0,0
t129.tif,t120_cell_096,248.908,342.86,123.408,20.8262,19.5813,18.5072,1.74915,0.399796,1.49453,0
t129.tif,t120_cell_097,194.827,384.776,75.1539,16.8242,16.2775,15.7553,-0.542747,0.127281,-1.42112,0
t129.tif,t120_cell_098,231.256,351.697,52.3213,16.639,15.7748,15.3465,-0.553551,-0.376918,0.82121,0
t129.tif,t120_cell_099,244.263,313.376,175.014,25.7015,20.4605,17.6825,-2.21554,-1.39733,1.61697,0
t129.tif,t120_cell_100,570.097,358.147,92.2104,18.348,16.4608,15.9583,-0.822976,0.38832,-1.00572,0
t129.tif,t120_cell_101,213.383,313.302,141.573,20.6026,18.6019,18.119,0.950608,1.15431,-0.739292,0
t129.tif,t120_cell_102,329.584,312.429,156.514,22.1685,19.6828,16.6839,-1.06385,-1.31635,-0.269297,0
t129.tif,t120_cell_103,456.219,327.751,153.49,28.8575,26.0194,24.7118,-0.213263,-1.02242,0.80291,0
t129.tif,t120_cell_105,364.511,350.171,133.418,21.4137,18.4573,17.3927,0.0828722,-0.81457,0.251135,0
t129.tif,t120_cell_107,310.815,356.625,121.453,20.8692,19.4193,18.6064,-1.35511,0.253176,0.592364,0
