file,name,x,y,z,aRadius,bRadius,cRadius,theta_x,theta_y,theta_z,isTrash
t128.tif,t120_cell_001,382.531,96.1062,94.4107,18.3718,16.6053,15.6948,-1.65538,-1.14467,0.916683,0
t128.tif,t120_cell_002,321.551,95.4621,107.782,17.3386,16.6405,15.733,1.30091,0.833057,-0.0680318,0
t128.tif,t120_cell_004,421.957,112.492,97.591,19.3357,17.6536,17.0548,-0.473551,1.18264,0.14166,0
t128.tif,t120_cell_006,366.369,99.0483,128.311,19.2351,17.0939,16.0156,-0.250434,0.981378,-0.412574,0
t128.tif,t120_cell_011,468.255,113.694,73.3713,17.2654,16.0555,15.7751,1.50809,0.792105,0.285787,0
t128.tif,t120_cell_013,485.124,123.016,160.377,20.351,18.5546,16.9332,0.508978,1.10716,-0.386502,0
t128.tif,t120_cell_016,321.856,122.913,134.858,18.8054,17.9494,17.4238,0.609206,0.375939,0.62043,0
t128.tif,t120_cell_017,398.495,166.305,179.082,27.4171,21.2835,17.6869,2.69615,-1.48328,-2.37997,0
t128.tif,t120_cell_018,550.174,159.743,87.8578,16.9684,16.0564,15.3751,1.64882,1.10216,0.846225,0
t128.tif,t120_cell_019,549.389,159.239,157.735,19.3599,18.2053,16.0338,-2.15101,-1.07591,1.77052,0
t128.tif,t120_cell_020,216.043,169.483,158.544,19.4229,17.7072,16.8286,-1.12793,1.17933,1.11519,0
t128.tif,t120_cell_021,257.702,147.068,136.417,18.7538,17.3406,15.9619,1.65162,-0.801119,1.244,0
t128.tif,t120_cell_022,448.285,168.701,176.423,24.2976,19.0704,17.465,0.309167,1.44854,0.193401,0
t128.tif,t120_cell_026,241.689,197.5,49.1238,16.6897,15.6975,14.6371,-1.26154,-0.113415,-0.412142,0
t128.tif,t120_cell_027,478.575,168.476,53.3814,17.8832,16.5374,15.5374,0.00507832,0.276925,1.27855,0
t128.tif,t120_cell_028,333.104,155.034,107.416,21.2,19.8365,17.6598,0.689855,-0.564445,0.0513184,0
t128.tif,t120_cell_030,238.316,191.059,83.0329,18.5737,16.7856,15.8141,-0.0235199,0.108631,-0.486187,0
t128.tif,t120_cell_031,178.035,207.183,54.647,16.2042,15.7964,14.8577,-0.824065,-0.0448653,-0.340282,0
t128.tif,t120_cell_032,356.203,174.568,142.02,21.7723,18.7467,17.9673,-0.749497,-0.633061,0.181201,0
t128.tif,t120_cell_033,177.316,194.569,84.4994,16.786,16.1466,15.3375,0.113818,-0.478235,-0.859116,0
t128.tif,t120_cell_034,434.273,174.795,105.389,21.7568,20.8043,19.577,-0.272166,-0.00904514,-0.287062,0
t128.tif,t120_cell_036,245.45,166.39,181.763,21.4114,19.158,18.5561,0.242741,1.34855,1.13234,0
t128.tif,t120_cell_037,166.357,181.452,147.331,20.5807,18.6276,17.0263,0.150047,-1.10803,0.410941,0
t128.tif,t120_cell_038,283.334,178.692,126.549,20.1725,18.7539,16.983,0.994945,-0.983652,0.0109745,0
t128.tif,t120_cell_040,492.743,212.025,75.1394,18.7328,14.9952,10.6774,0.836426,1.31127,0.954142,0
t128.tif,t120_cell_041,319.725,183.614,171.402,25.5302,20.8059,19.7218,0.189282,1.40231,-0.708507,0
t128.tif,t120_cell_042,388.132,199.855,93.1495,21.4267,20.7631,19.7021,-1.0844,-0.41321,0.0752232,0
t128.tif,t120_cell_043,575.93,220.706,152.85,23.811,21.3778,17.0477,2.19695,-1.46558,-1.13757,0
t128.tif,t120_cell_044,539.514,226.865,60.0669,18.1592,16.7584,16.145,-0.710113,0.0390488,1.41991,0
t128.tif,t120_cell_046,224.809,219.271,116.151,21.4835,20.7234,19.6183,0.00104425,0.16028,0.78384,0
t128.tif,t120_cell_047,148.65,222.33,87.684,17.5889,16.7342,14.8933,-1.36128,-0.748644,1.28672,0
t128.tif,t120_cell_048,406.853,187.744,134.522,21.1545,19.7132,19.0917,2.48143,-1.18355,-1.8,0
t128.tif,t120_cell_049,116.838,259.649,80.2894,16.4646,16.1278,15.5441,-0.244654,0.0414177,1.39431,0
t128.tif,t120_cell_050,507.29,215.51,106.214,28.0226,21.317,20.8547,0.261248,-0.996884,-0.127071,0
t128.tif,t120_cell_051,282.298,225.78,77.2367,17.964,16.1738,14.3038,-0.60573,-0.152613,1.29986,0
t128.tif,t120_cell_052,226.575,234.699,78.3447,18.4407,16.6257,15.1796,1.21468,1.17097,0.859804,0
t128.tif,t120_cell_053,196.773,284.047,50.5516,21.018,18.7625,16.3523,0.193094,-0.0768967,-1.52406,0
