file,name,x,y,z,aRadius,bRadius,cRadius,theta_x,theta_y,theta_z,isTrash
t161.tif,t120_cell_001,332.829,111.981,79.9372,17.6503,16.6489,16.1952,-0.887295,0.49204,0.563241,0
t161.tif,t120_cell_002,288.181,111.299,110.163,19.051,18.3157,15.4645,1.05157,-0.31224,1.19738,0
t161.tif,t120_cell_004,395.344,115.992,90.6745,21.3351,20.8591,11.3907,1.81151,0.165543,-1.40563,0
t161.tif,t120_cell_006,346.918,101.799,111.664,19.6161,16.6365,15.8251,1.45849,0.188802,0.576312,0
t161.tif,t120_cell_011,527.89,141.589,85.7955,17.8216,17.5301,15.9357,0.725783,0.589064,-0.112926,0
t161.tif,t120_cell_013,471.423,122.772,158.026,20.0115,18.2996,16.3745,1.50291,1.49691,0.653793,0
t161.tif,t120_cell_016,298.824,135.687,146.568,23.0208,20.0649,12.3046,1.81363,0.506571,1.12313,0
t161.tif,t120_cell_017,367.864,183.535,164.658,20.903,19.0377,17.3163,1.9989,1.18839,1.03386,0
t161.tif,t120_cell_018,553.073,149.575,122.801,18.458,16.5163,15.6789,-0.337168,0.904047,-0.902955,0
t161.tif,t120_cell_019,506.533,152.081,165.367,21.5124,19.0278,16.3567,1.15481,-1.32021,-1.01626,0
t161.tif,t120_cell_020,223.601,181.783,158.281,22.4258,21.1222,13.547,-1.07718,-0.32561,0.935862,0
t161.tif,t120_cell_021,260.677,156.403,162.585,21.172,19.2921,16.2292,1.53138,0.579524,0.944595,0
t161.tif,t120_cell_022,423.992,176.657,185.246,28.3888,23.083,20.6962,-2.52898,1.52567,-2.1837,0
t161.tif,t120_cell_026,269.02,224.715,50.109,16.5112,16.2074,15.0136,0.316932,-0.172956,2.37464,0
t161.tif,t120_cell_027,468.904,232.312,50.4337,20.6123,18.1507,15.3528,-0.264356,-0.0284192,0.0615122,0
t161.tif,t120_cell_030,181.175,176.971,74.5769,19.4438,16.7083,15.8742,-2.13326,1.03937,0.387079,0
t161.tif,t120_cell_031,227.034,222.074,49.0172,18.5523,15.7699,15.2575,-1.03565,-0.375629,1.45266,0
