file,name,x,y,width,length,rotation,split_alpha,opacity
frame000.png,b00,159.9488988,107.0429051,6.373756293,20.07513143,1.611157981,None,0.2
frame000.png,b01,155.6575894,125.8643347,6.600692808,18.67014573,2.016786596,None,0.2
frame000.png,b10,165.3248039,129.5356468,6.585344495,17.44037879,2.054069441,None,0.2
frame000.png,b11,170.1952636,113.5734002,6.728826589,18.04443386,1.535245464,None,0.2
frame001.png,b00,160.8096,106.34502,6.99947346,20.84340498,1.66040603,None,0.2
frame001.png,b01,155.8971629,125.8789767,7.088560054,19.93729775,2.051080951,None,0.2
frame001.png,b10,165.3405481,129.0625885,6.974898587,18.76486031,2.123419597,None,0.2
frame001.png,b11,171.3259751,112.2856232,7.261928498,19.03999108,1.630298735,None,0.2
frame002.png,b00,161.3875081,107.2386991,7.387066325,22.52726742,1.594046248,None,0.2
frame002.png,b01,155.5605113,127.4208089,7.477112398,21.21423776,2.073813829,None,0.2
frame002.png,b10,165.9368685,129.345537,7.387824538,20.81579963,2.15030316,None,0.2
frame002.png,b11,171.6352527,111.5153679,7.723408538,19.98049768,1.608823884,None,0.2
frame003.png,b00,161.8076699,107.5407332,7.659021866,24.12460275,1.506385797,None,0.2
frame003.png,b01,154.8705996,127.8382713,7.947723794,22.89946885,2.174656731,None,0.2
frame003.png,b10,166.0795256,129.4691356,7.798093461,22.03418173,2.134897318,None,0.2
frame003.png,b11,172.6548305,110.3756022,8.050077522,21.12109839,1.592762376,None,0.2
frame004.png,b00,162.5041592,109.0066563,7.933059973,24.92998513,1.394740818,None,0.2
frame004.png,b01,153.4111352,127.0021533,8.361718622,23.9708538,1.926699772,None,0.2
frame004.png,b10,165.7465784,129.7559646,8.012559042,22.95699813,2.150374778,None,0.2
frame004.png,b11,173.0606129,110.3840298,8.334489647,22.0090684,1.629228085,None,0.2
frame005.png,b00,162.2969318,109.9756184,5.26104304,23.02602774,1.45387494,None,0.2
frame005.png,b01,153.264252,127.8719101,6.761422617,22.54175973,1.812769547,None,0.2
frame005.png,b10,166.0403429,132.3350512,5.66424058,21.00849188,2.200189528,None,0.2
frame005.png,b11,174.2210041,110.9351632,6.398168797,21.27552502,1.502669148,None,0.2
frame006.png,b00,162.8589488,111.9714067,4.822113483,22.75168732,1.413846969,None,0.2
frame006.png,b01,153.2290583,128.9568602,6.507383673,22.87493234,1.756046563,None,0.2
frame006.png,b10,166.1597441,133.8522142,6.020392361,21.58193211,2.315163012,None,0.2
frame006.png,b11,174.5716822,111.3216241,6.744562451,22.62651504,1.501329293,None,0.2
frame007.png,b00,162.7509085,112.3682114,5.174393695,23.37248664,1.410821905,None,0.2
frame007.png,b01,152.9355665,128.8714231,6.36516618,24.26720177,1.779015605,None,0.2
frame007.png,b10,165.9979763,134.4154015,5.453532276,23.42376358,2.315488511,None,0.2
frame007.png,b11,174.6831146,110.9152524,6.218284418,23.49198373,1.41751548,None,0.2
frame008.png,b00,163.2217936,113.5297203,4.900060212,24.61270537,1.357001068,None,0.2
frame008.png,b01,153.0877268,128.6652547,6.038662651,26.13230651,1.738034945,None,0.2
frame008.png,b10,167.4514454,134.7274314,5.835936588,26.02434547,2.418506892,None,0.2
frame008.png,b11,174.5766246,109.4482547,6.003372771,24.97877824,1.413391054,None,0.2
frame009.png,b00,163.0992498,114.8444514,4.662638779,25.83792717,1.407184807,None,0.2
frame009.png,b01,153.0606608,129.246779,6.256004202,27.22252818,1.720185505,None,0.2
frame009.png,b10,167.7157021,136.0708184,5.635160427,25.90922404,2.446396563,None,0.2
frame009.png,b11,174.4040379,109.6119501,6.187592933,26.13156359,1.41611669,None,0.2
frame010.png,b00,162.9145413,115.6921506,4.508791408,28.16605208,1.399703229,None,0.2
frame010.png,b01,152.6728261,129.1942195,6.173009319,28.99370261,1.663783125,None,0.2
frame010.png,b10,168.9676347,136.6426733,5.921271373,28.96183172,2.505805249,None,0.2
frame010.png,b11,174.3430089,110.0094164,6.214974985,27.87701829,1.43679988,None,0.2
frame011.png,b01,152.565788,129.172431,6.06618467,29.79992039,1.65777967,None,0.2
frame011.png,b10,169.6279614,136.631693,6.199189906,29.39108343,2.506922538,None,0.2
frame011.png,b11,174.048999,110.0753073,5.915119628,28.26067963,1.473927746,None,0.2
frame011.png,b00,163.0771963,116.4401178,4.145841258,29.46120442,1.416010493,combined alpha unknown,0.2
frame012.png,b10,170.7785523,137.2628849,5.970252958,31.17873544,2.527124719,None,0.2
frame012.png,b11,173.9935929,109.9297911,6.112571875,30.06548051,1.495859026,None,0.2
frame012.png,b01,152.6128133,128.5786449,5.928177034,32.98133807,1.619052197,combined alpha unknown,0.2
frame012.png,b000,164.0365472,125.1365112,4.052716189,15.49919774,1.619243463,0.469833983,0.2
frame012.png,b001,162.2370949,109.2355948,4.599141401,17.0134929,1.49819143,0.469833983,0.2
frame013.png,b10,170.9060785,137.7636,5.845726519,33.71532127,2.508056886,None,0.2
frame013.png,b000,163.3480839,127.6574308,4.036858976,14.04015974,1.731236225,0.469833983,0.2
frame013.png,b001,162.3325579,108.967248,5.03302275,15.08852888,1.53446153,0.469833983,0.2
frame013.png,b01,152.1678045,128.7732925,5.436047432,34.61738121,1.620359039,combined alpha unknown,0.2
frame013.png,b11,173.3177398,110.0102497,6.18358648,30.04242439,1.540639466,combined alpha unknown,0.2
frame014.png,b000,162.4970528,129.6083642,4.124735588,14.15656272,1.758088114,0.469833983,0.2
frame014.png,b001,161.8987905,109.5126262,5.335520787,15.41576413,1.4796976,0.469833983,0.2
frame014.png,b11,173.4291239,110.5561489,6.652440884,32.78740626,1.55223757,combined alpha unknown,0.2
frame014.png,b10,171.4957092,138.3723908,5.976137254,35.51021334,2.496947644,combined alpha unknown,0.2
frame014.png,b01,151.1566893,129.7687066,5.354574236,36.41721343,1.621229114,combined alpha unknown,0.2
frame015.png,b000,161.9361118,131.7939291,4.422774212,14.19520485,1.861209096,0.469833983,0.2
frame015.png,b001,161.8927116,110.3962943,5.406190151,16.89693541,1.490265657,0.469833983,0.2
frame015.png,b10,172.4218102,138.806424,5.486313988,36.95637841,2.501224937,combined alpha unknown,0.2
frame015.png,b11,173.4381433,110.3072069,6.80933917,32.93034079,1.560806469,combined alpha unknown,0.2
frame015.png,b010,149.7371678,139.5248304,5.700701492,20.66358138,1.650349053,0.548861245,0.2
frame015.png,b011,151.9261776,120.0269732,6.184835746,17.80013584,1.794641391,0.548861245,0.2
frame016.png,b000,160.5914084,134.6010751,4.373736911,15.41654854,1.926138221,0.469833983,0.2
frame016.png,b001,161.7155348,111.4448545,5.453223003,18.61550181,1.49651289,0.469833983,0.2
frame016.png,b010,147.8151457,141.6352493,6.231084781,22.06805954,1.694119115,0.548861245,0.2
frame016.png,b011,151.4334781,119.9590615,6.665333085,17.63571753,1.839096142,0.548861245,0.2
frame016.png,b10,173.4174237,139.1553732,5.895669105,37.76176607,2.44646946,combined alpha unknown,0.2
frame016.png,b11,172.5431564,110.8163635,6.673468944,35.82451297,1.584682513,combined alpha unknown,0.2
frame017.png,b000,159.936408,135.735928,4.86656625,16.51807125,1.919886561,0.469833983,0.2
frame017.png,b001,161.7787236,111.3368331,5.278867357,19.08558687,1.511130297,0.469833983,0.2
frame017.png,b010,147.0223056,142.186961,6.341672245,23.55250514,1.780321229,0.548861245,0.2
frame017.png,b011,151.5335718,119.2513939,6.553006538,17.34129291,1.805897359,0.548861245,0.2
frame017.png,b10,172.8884673,140.1348777,5.922115101,42.56269201,2.461371529,combined alpha unknown,0.2
frame017.png,b11,173.1897123,110.2959338,6.281469555,36.73728146,1.556287993,combined alpha unknown,0.2
frame018.png,b000,157.4560275,137.4107454,4.684983468,19.29162871,1.90681156,0.469833983,0.2
frame018.png,b001,162.7232477,111.2630365,5.604715533,19.29252598,1.490577483,0.469833983,0.2
frame018.png,b010,144.8387897,142.7986487,6.612107224,25.49448548,1.895048022,0.548861245,0.2
frame018.png,b011,151.9384203,118.7799755,6.087282504,18.90056962,1.850435379,0.548861245,0.2
frame018.png,b11,173.144824,109.8324328,6.115340952,37.41546561,1.556287993,combined alpha unknown,0.2
frame018.png,b10,173.4648571,139.5525103,5.946551866,44.86034417,2.42328703,combined alpha unknown,0.2
frame019.png,b000,155.6686564,139.3839981,4.95238257,20.55497647,2.014120137,0.469833983,0.2
frame019.png,b001,162.6340647,113.247668,5.191642621,21.81516309,1.498021176,0.469833983,0.2
frame019.png,b010,142.4760024,142.8360594,6.517559129,24.83769568,1.850408044,0.548861245,0.2
frame019.png,b011,152.2085264,118.9786026,6.340985899,18.90400279,1.816677666,0.548861245,0.2
frame019.png,b110,173.6255614,124.228678,6.076630766,15.91637118,1.980909188,0.411106765,0.2
frame019.png,b111,173.235153,102.7444078,7.160421518,23.04982473,1.33626405,0.411106765,0.2
frame019.png,b10,174.095677,139.0367427,5.957552348,45.95836405,2.410825942,combined alpha unknown,0.2
frame020.png,b000,152.7624892,140.7524661,5.484465238,22.15015505,2.217133069,0.469833983,0.2
frame020.png,b001,162.399707,112.9392574,5.205279506,21.85434863,1.434852311,0.469833983,0.2
frame020.png,b010,138.565389,141.2333754,6.71486226,26.35515159,1.848963556,0.548861245,0.2
frame020.png,b011,151.9178729,119.3911986,6.313847646,20.83119158,1.741840776,0.548861245,0.2
frame020.png,b110,173.5464085,124.8704673,4.650471395,17.51508707,2.116746806,0.411106765,0.2
frame020.png,b111,172.4462352,102.3967956,6.825097787,23.05548997,1.471855686,0.411106765,0.2
frame020.png,b100,161.9652746,148.7025173,5.883992469,16.78402137,2.680047043,0.322778852,0.2
frame020.png,b101,180.8107467,132.7675447,5.57470387,33.61051616,2.297904308,0.322778852,0.2
frame021.png,b000,151.9824312,141.5611154,5.410678069,24.41363255,2.224448312,0.469833983,0.2
frame021.png,b001,162.3201126,114.8227362,5.149559459,24.13433429,1.442835029,0.469833983,0.2
frame021.png,b011,151.5433297,119.4547821,5.998812318,21.80995814,1.692850451,0.548861245,0.2
frame021.png,b110,173.9138128,125.0633909,4.74716415,17.59044241,2.144651334,0.411106765,0.2
frame021.png,b111,172.2782404,102.9568422,7.303644165,23.92954904,1.441715819,0.411106765,0.2
frame021.png,b100,160.4621808,149.8718479,5.826409309,17.43282449,2.675761394,0.322778852,0.2
frame021.png,b101,180.6451688,133.3087965,5.710101329,37.04587637,2.287191826,combined alpha unknown,0.2
frame021.png,b0100,135.8544332,148.2069388,7.195053065,15.16772665,1.699535342,0.51299704,0.2
frame021.png,b0101,139.7393179,134.2756266,7.066918885,15.04138591,1.992307877,0.51299704,0.2
frame022.png,b000,150.501339,143.8376582,5.549225437,26.18193529,2.215399602,0.469833983,0.2
frame022.png,b001,161.7383367,115.8425258,4.688122433,25.74081575,1.464323119,0.469833983,0.2
frame022.png,b011,151.1322409,120.1621578,6.237799935,23.42259377,1.769968467,0.548861245,0.2
frame022.png,b110,173.2578326,126.8978284,4.66405984,20.74909907,2.161216064,0.411106765,0.2
frame022.png,b111,171.5993583,103.407698,6.899566215,26.23380002,1.521121905,0.411106765,0.2
frame022.png,b100,160.730603,150.8592585,6.002958945,17.55585308,2.718099512,0.322778852,0.2
frame022.png,b0100,134.8563945,149.1365717,7.498878516,15.25433538,1.674983264,0.51299704,0.2
frame022.png,b0101,138.44296,133.7092951,6.806168181,17.60610325,2.036027105,0.51299704,0.2
frame022.png,b101,181.064219,133.4974285,5.93456617,38.45018176,2.210670209,combined alpha unknown,0.2
frame023.png,b000,149.8457111,144.5313383,5.771028925,26.91082024,2.196857879,0.469833983,0.2
frame023.png,b001,161.7287095,115.5788926,4.802758107,28.24138081,1.480728913,0.469833983,0.2
frame023.png,b011,150.7824987,120.1895826,6.125093026,24.01313475,1.774305346,0.548861245,0.2
frame023.png,b110,170.7180973,130.4154178,4.2279971,27.15439272,2.213719845,0.411106765,0.2
frame023.png,b111,172.3162261,102.4198739,6.893524143,27.4448789,1.552669283,0.411106765,0.2
frame023.png,b100,160.2703478,151.0646632,6.011016166,17.10575673,2.702020508,0.322778852,0.2
frame023.png,b0100,134.2854611,149.2902578,6.97575078,15.5538275,1.612719634,0.51299704,0.2
frame023.png,b0101,137.580218,133.0618486,6.965343872,19.79298201,1.950240627,0.51299704,0.2
frame023.png,b1010,173.0041247,145.9975149,5.708046617,14.11625426,2.591900374,0.358609373,0.2
frame023.png,b1011,184.7806459,128.2947906,6.389279889,28.07564406,2.25865225,0.358609373,0.2
frame024.png,b000,148.7015734,147.0729309,5.534804397,30.54852539,2.149409019,0.469833983,0.2
frame024.png,b001,161.3777919,116.6116132,4.508473747,29.15749567,1.493242637,0.469833983,0.2
frame024.png,b011,150.0004036,121.3177553,5.925306375,25.88695124,1.749018544,0.548861245,0.2
frame024.png,b110,170.9559031,130.6138183,4.276803601,31.35369047,2.196740685,0.411106765,0.2
frame024.png,b111,171.5659781,102.7305582,6.399332329,28.30929849,1.606303844,0.411106765,0.2
frame024.png,b100,159.0699307,153.2792593,5.847547347,15.41481678,2.792108524,0.322778852,0.2
frame024.png,b0100,133.1640202,149.1192819,6.912373188,17.67460779,1.591519485,0.51299704,0.2
frame024.png,b0101,137.1945049,131.7827893,7.004850098,18.79075733,1.931573404,0.51299704,0.2
frame024.png,b1010,172.5798319,148.3936066,5.833746062,14.03167216,2.704098063,0.358609373,0.2
frame024.png,b1011,185.190316,128.2870049,5.804067613,28.5395259,2.256528904,0.358609373,0.2
frame025.png,b011,149.5332408,121.6273148,5.459893093,26.92076348,1.78906094,0.548861245,0.2
frame025.png,b100,160.0331871,153.913623,5.483649354,17.95554178,2.70893281,0.322778852,0.2
frame025.png,b0100,133.2190843,148.9383627,6.996667372,18.25398994,1.625532034,0.51299704,0.2
frame025.png,b0101,136.6283833,131.2160151,6.699370219,19.29075155,1.923444399,0.51299704,0.2
frame025.png,b1010,174.4287498,148.4944223,5.90792655,14.64710322,2.700741397,0.358609373,0.2
frame025.png,b1011,185.22581,128.0816712,6.231479568,30.70819005,2.254808583,0.358609373,0.2
frame025.png,b000,147.66396,148.6046614,6.088863438,31.72967334,2.152352975,combined alpha unknown,0.2
frame025.png,b001,160.8133398,116.9731579,4.85143462,30.91479273,1.4830558,combined alpha unknown,0.2
frame025.png,b111,171.4489906,102.7532223,6.705762014,30.5263101,1.61492208,combined alpha unknown,0.2
frame025.png,b110,170.8804743,130.8139763,4.354759045,33.24697838,2.18887833,combined alpha unknown,0.2
frame026.png,b011,147.7517246,122.4593617,5.57181057,29.45885226,1.761149458,0.548861245,0.2
frame026.png,b100,158.7449025,156.6032741,5.878080918,17.24192737,2.745539209,0.322778852,0.2
frame026.png,b0100,132.24966,149.3574356,6.920551361,21.68203996,1.59533317,0.51299704,0.2
frame026.png,b0101,135.3441615,129.7203797,6.445016116,20.16538033,1.868038967,0.51299704,0.2
frame026.png,b1010,174.3165684,151.4325484,6.374772037,16.66832953,2.81361607,0.358609373,0.2
